tenure,MonthlyCharges,TotalCharges,Contract,InternetService,PaymentMethod,Churn_Probability,Risk_Category,Retention_Recommendation
9,90.8,809.75,Month-to-month,Fiber optic,Bank transfer (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
7,75.4,533.05,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
2,70.4,154.8,Month-to-month,Fiber optic,Credit card (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
3,75.8,246.3,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
3,76.1,257.6,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
17,88.25,1460.65,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
2,70.0,153.05,Month-to-month,Fiber optic,Bank transfer (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
17,70.5,1165.6,Month-to-month,Fiber optic,Bank transfer (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,69.65,69.65,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
10,100.6,1060.2,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,86.0,86.0,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,85.0,85.0,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
14,78.95,1101.85,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
6,89.25,487.05,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
13,98.0,1237.85,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
5,94.45,498.1,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
3,105.0,294.45,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
8,84.0,613.4,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,84.85,84.85,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
16,80.75,1321.3,Month-to-month,Fiber optic,Bank transfer (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
5,89.15,413.25,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
7,89.75,608.8,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
14,85.15,1139.2,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
11,79.15,827.7,Month-to-month,Fiber optic,Credit card (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
3,94.6,279.55,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
16,94.25,1483.25,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
2,74.95,151.75,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
6,89.75,552.65,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
6,82.85,460.25,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
5,83.6,404.2,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
3,74.55,233.65,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
3,91.5,242.95,Month-to-month,Fiber optic,Credit card (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
12,80.85,866.45,Month-to-month,Fiber optic,Bank transfer (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
4,94.9,360.55,Month-to-month,Fiber optic,Mailed check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,70.75,70.75,Month-to-month,Fiber optic,Mailed check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
12,76.6,893.0,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
9,85.3,781.4,Month-to-month,Fiber optic,Credit card (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
8,87.1,713.6,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
2,94.95,178.1,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,90.6,90.6,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
2,86.85,156.35,Month-to-month,Fiber optic,Mailed check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,70.2,70.2,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
13,102.25,1359.0,Month-to-month,Fiber optic,Credit card (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
14,78.1,1122.4,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
9,71.0,672.55,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
16,93.2,1573.7,Month-to-month,Fiber optic,Credit card (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
7,74.35,533.6,Month-to-month,Fiber optic,Mailed check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
4,70.65,293.85,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,79.25,79.25,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
10,70.1,659.65,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
11,95.15,997.65,Month-to-month,Fiber optic,Bank transfer (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,80.5,80.5,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
4,72.2,305.55,Month-to-month,Fiber optic,Bank transfer (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
5,80.7,374.8,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
5,85.75,470.95,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
6,98.25,560.6,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
7,69.0,506.9,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,76.4,76.4,Month-to-month,Fiber optic,Mailed check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
5,100.5,514.0,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,69.95,69.95,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,93.3,93.3,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
3,74.5,217.45,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,73.0,73.0,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
2,70.65,142.35,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
3,99.0,287.4,Month-to-month,Fiber optic,Credit card (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
2,79.45,145.15,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
5,75.55,413.65,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
9,77.65,714.15,Month-to-month,Fiber optic,Bank transfer (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
2,70.35,139.25,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
2,95.85,197.7,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
6,73.85,401.3,Month-to-month,Fiber optic,Mailed check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,79.15,79.15,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
4,79.0,303.15,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
9,75.85,647.5,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
17,91.85,1574.45,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
13,100.35,1358.85,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
15,68.6,1108.6,Month-to-month,Fiber optic,Bank transfer (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
2,74.9,136.05,Month-to-month,Fiber optic,Mailed check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
9,74.85,708.2,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
7,101.95,700.85,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
2,94.0,181.7,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,74.3,74.3,Month-to-month,Fiber optic,Credit card (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
13,84.05,1095.3,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
10,80.7,788.8,Month-to-month,Fiber optic,Bank transfer (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
4,101.7,364.55,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
2,70.1,141.65,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
6,69.25,418.4,Month-to-month,Fiber optic,Mailed check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,74.4,74.4,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
4,90.65,367.95,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
15,87.75,1242.2,Month-to-month,Fiber optic,Bank transfer (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
2,95.65,167.3,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
10,75.05,786.3,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,94.4,94.4,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
5,69.95,320.4,Month-to-month,Fiber optic,Credit card (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,101.45,101.45,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
13,97.0,1334.45,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,69.5,69.5,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,69.2,69.2,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,69.65,69.65,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,82.3,82.3,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
3,79.25,267.6,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
13,84.6,1115.2,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
2,85.85,167.3,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
10,95.2,930.4,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
2,74.85,156.4,Month-to-month,Fiber optic,Mailed check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
2,79.85,152.45,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
15,76.0,1130.85,Month-to-month,Fiber optic,Mailed check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
2,79.75,159.4,Month-to-month,Fiber optic,Bank transfer (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,68.65,68.65,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
9,73.8,704.3,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
14,100.2,1369.8,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
15,74.9,1107.25,Month-to-month,Fiber optic,Bank transfer (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
15,99.7,1566.75,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
9,90.1,816.8,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,70.85,70.85,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
2,69.8,134.7,Month-to-month,Fiber optic,Credit card (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
13,94.1,1215.6,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
5,80.1,398.55,Month-to-month,Fiber optic,Mailed check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,69.9,69.9,Month-to-month,Fiber optic,Mailed check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,80.8,80.8,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,76.45,76.45,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
12,91.3,1094.5,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
6,95.75,573.75,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
16,78.75,1218.25,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,74.5,74.5,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
10,102.1,1068.85,Month-to-month,Fiber optic,Credit card (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
3,74.6,239.05,Month-to-month,Fiber optic,Bank transfer (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
7,86.5,582.5,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,69.15,69.15,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
9,79.55,723.4,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
3,91.05,289.1,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
2,79.2,172.85,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
5,96.55,500.1,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
14,74.3,1096.25,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
13,100.75,1313.25,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
11,89.2,990.3,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
3,74.1,228.0,Month-to-month,Fiber optic,Credit card (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
3,75.0,209.1,Month-to-month,Fiber optic,Mailed check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
2,70.75,154.85,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
12,96.0,1062.1,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,85.0,85.0,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
4,78.9,299.75,Month-to-month,Fiber optic,Mailed check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
3,69.65,220.1,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
13,70.15,886.7,Month-to-month,Fiber optic,Mailed check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
5,90.35,434.5,Month-to-month,Fiber optic,Mailed check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
4,74.95,308.7,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,70.3,70.3,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
7,86.8,620.35,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
6,84.2,519.15,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
6,79.7,497.6,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
13,99.0,1301.7,Month-to-month,Fiber optic,Mailed check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
11,100.75,1129.75,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
9,91.75,865.8,Month-to-month,Fiber optic,Bank transfer (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,79.55,79.55,Month-to-month,Fiber optic,Mailed check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
14,91.65,1301.0,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
4,88.85,372.45,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,95.45,95.45,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
13,91.1,1135.7,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,69.7,69.7,Month-to-month,Fiber optic,Bank transfer (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
6,89.5,573.3,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
12,73.75,871.4,Month-to-month,Fiber optic,Credit card (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
8,101.35,780.5,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
3,80.7,239.45,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
3,89.85,244.45,Month-to-month,Fiber optic,Mailed check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
3,105.9,334.65,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
9,85.5,791.7,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
3,74.45,221.1,Month-to-month,Fiber optic,Credit card (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
3,75.15,216.75,Month-to-month,Fiber optic,Credit card (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,69.6,69.6,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
5,80.15,385.0,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
13,82.0,1127.2,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
9,86.25,770.5,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
9,102.6,897.75,Month-to-month,Fiber optic,Credit card (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
4,74.35,265.35,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
8,95.65,778.1,Month-to-month,Fiber optic,Bank transfer (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
13,80.5,1011.8,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
3,75.05,256.25,Month-to-month,Fiber optic,Credit card (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,74.45,74.45,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,70.65,70.65,Month-to-month,Fiber optic,Mailed check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,75.75,75.75,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
4,74.4,306.6,Month-to-month,Fiber optic,Mailed check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
